Infected person ID: <person.Person object at 0x1028cc4e0>	 Contacted person ID: <person.Person object at 0x1028cc668>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6e978>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6eac8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec18>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6e978>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ebe0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ebe0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6e978>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ebe0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6e978>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6eac8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ed30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ebe0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6eac8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ebe0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec18>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ed30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ebe0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec18>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecc0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6e978>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6e978>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec18>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ebe0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ecf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ed30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ed30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ec18>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6eac8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ed30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6eac8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6eac8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10bd6ed68>	 Contacted person ID: <person.Person object at 0x10bd6ed30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876d30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876d30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876d30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876d30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876d30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876d30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876940>	 Contacted person ID: <person.Person object at 0x10f876a90>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876be0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876ba8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876c88>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cc0>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876c18>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876940>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876cf8>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876c50>	 Did infect: True	 Contact person vaccinated: False	 Contact person infected: False
Infected person ID: <person.Person object at 0x10f876a90>	 Contacted person ID: <person.Person object at 0x10f876d30>	 Did infect: False	 Contact person vaccinated: False	 Contact person infected: False
